GeoFips,GeoName,LineCode,Description,2023
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,89.410
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.921
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",73.414
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",78.502
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",90.615
22140,"Farmington, NM (Metropolitan Statistical Area)",1,RPPs: All items,86.520
22140,"Farmington, NM (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.413
22140,"Farmington, NM (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",57.699
22140,"Farmington, NM (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",76.973
22140,"Farmington, NM (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.686
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,RPPs: All items,91.385
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",69.986
22180,"Fayetteville, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",83.064
22180,"Fayetteville, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,RPPs: All items,90.957
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.115
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",75.800
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",82.052
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.225
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,RPPs: All items,91.270
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.066
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",81.545
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",84.721
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.260
22420,"Flint, MI (Metropolitan Statistical Area)",1,RPPs: All items,89.833
22420,"Flint, MI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.313
22420,"Flint, MI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",64.956
22420,"Flint, MI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",97.245
22420,"Flint, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.880
22500,"Florence, SC (Metropolitan Statistical Area)",1,RPPs: All items,87.997
22500,"Florence, SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.554
22500,"Florence, SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",57.156
22500,"Florence, SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.757
22500,"Florence, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.404
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,RPPs: All items,85.618
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",41.981
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.630
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,RPPs: All items,92.837
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.114
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",77.571
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.174
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.969
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,RPPs: All items,96.618
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.333
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",116.942
22660,"Fort Collins, CO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",78.897
22660,"Fort Collins, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.013
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,RPPs: All items,85.062
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.126
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",50.844
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",81.208
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.251
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,RPPs: All items,89.980
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.057
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",62.346
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",86.680
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.592
23420,"Fresno, CA (Metropolitan Statistical Area)",1,RPPs: All items,103.988
23420,"Fresno, CA (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.560
23420,"Fresno, CA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",96.460
23420,"Fresno, CA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",143.842
23420,"Fresno, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.294
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,RPPs: All items,87.020
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",49.240
23460,"Gadsden, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.101
23460,"Gadsden, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,RPPs: All items,96.895
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.611
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",92.475
23540,"Gainesville, FL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.904
23540,"Gainesville, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.484
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,RPPs: All items,96.097
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.911
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",91.791
23580,"Gainesville, GA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.898
23580,"Gainesville, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.049
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,92.724
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.458
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",64.289
23900,"Gettysburg, PA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",115.934
23900,"Gettysburg, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.633
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,RPPs: All items,93.551
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.137
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",73.574
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",130.709
24020,"Glens Falls, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.604
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,RPPs: All items,89.731
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",59.632
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",82.849
24140,"Goldsboro, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,86.195
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.921
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",56.905
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",77.255
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",90.666
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,RPPs: All items,87.262
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.260
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",60.814
24260,"Grand Island, NE (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",77.014
24260,"Grand Island, NE (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",92.680
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,RPPs: All items,92.131
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.333
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",87.769
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",80.343
24300,"Grand Junction, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.013
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",1,RPPs: All items,95.189
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.313
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",90.845
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",93.565
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.880
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,RPPs: All items,100.709
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.556
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",87.112
24420,"Grants Pass, OR (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.292
24420,"Grants Pass, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.199
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,RPPs: All items,92.596
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.290
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",89.155
24500,"Great Falls, MT (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",72.785
24500,"Great Falls, MT (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.451
24540,"Greeley, CO (Metropolitan Statistical Area)",1,RPPs: All items,95.987
24540,"Greeley, CO (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.333
24540,"Greeley, CO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",112.994
24540,"Greeley, CO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",78.969
24540,"Greeley, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.013
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,RPPs: All items,92.064
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.114
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",73.906
24580,"Green Bay, WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.426
24580,"Green Bay, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.969
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,RPPs: All items,92.680
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",74.061
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",84.483
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
24780,"Greenville, NC (Metropolitan Statistical Area)",1,RPPs: All items,91.612
24780,"Greenville, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
24780,"Greenville, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",70.243
24780,"Greenville, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",82.770
24780,"Greenville, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1,RPPs: All items,92.778
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.554
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",76.865
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",86.741
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.404
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1,RPPs: All items,89.345
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.873
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",60.965
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",82.892
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.201
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1,RPPs: All items,95.149
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.924
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",82.878
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",91.448
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.397
25220,"Hammond, LA (Metropolitan Statistical Area)",1,RPPs: All items,87.510
25220,"Hammond, LA (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.036
25220,"Hammond, LA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",62.379
25220,"Hammond, LA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",75.603
25220,"Hammond, LA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.340
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1,RPPs: All items,98.415
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,"  RPPs: Goods",104.560
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",68.738
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",138.825
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",104.294
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1,RPPs: All items,96.525
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.458
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",85.623
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",118.265
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.633
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",1,RPPs: All items,93.218
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.729
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",75.232
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",88.226
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.379
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1,RPPs: All items,102.568
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2,"  RPPs: Goods",97.372
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",108.451
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",151.493
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",102.639
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",1,RPPs: All items,89.303
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.873
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",62.065
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",83.017
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.201
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1,RPPs: All items,89.221
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",60.124
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",83.036
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",1,RPPs: All items,95.654
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.554
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",93.169
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.634
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.404
25980,"Hinesville, GA (Metropolitan Statistical Area)",1,RPPs: All items,93.888
25980,"Hinesville, GA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.911
25980,"Hinesville, GA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",82.469
25980,"Hinesville, GA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",85.211
25980,"Hinesville, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.049
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",1,RPPs: All items,95.433
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.611
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",85.412
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",92.310
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.484
26300,"Hot Springs, AR (Metropolitan Statistical Area)",1,RPPs: All items,85.801
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.115
26300,"Hot Springs, AR (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",56.905
26300,"Hot Springs, AR (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",80.745
26300,"Hot Springs, AR (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.225
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1,RPPs: All items,88.583
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",2,"  RPPs: Goods",92.036
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",67.539
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",75.359
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",95.340
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1,RPPs: All items,100.220
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,"  RPPs: Goods",103.434
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",106.451
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",95.123
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",96.317
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1,RPPs: All items,88.435
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.644
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",50.042
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",86.228
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.397
26620,"Huntsville, AL (Metropolitan Statistical Area)",1,RPPs: All items,94.397
26620,"Huntsville, AL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.052
26620,"Huntsville, AL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",81.131
26620,"Huntsville, AL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",89.865
26620,"Huntsville, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.684
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",1,RPPs: All items,89.946
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.861
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",79.162
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",67.869
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",92.884
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1,RPPs: All items,94.578
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.057
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",86.905
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",87.267
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.592
26980,"Iowa City, IA (Metropolitan Statistical Area)",1,RPPs: All items,91.830
26980,"Iowa City, IA (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.070
26980,"Iowa City, IA (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",81.612
26980,"Iowa City, IA (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",87.790
26980,"Iowa City, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.114
27060,"Ithaca, NY (Metropolitan Statistical Area)",1,RPPs: All items,98.924
27060,"Ithaca, NY (Metropolitan Statistical Area)",2,"  RPPs: Goods",98.137
27060,"Ithaca, NY (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",101.290
27060,"Ithaca, NY (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",131.334
27060,"Ithaca, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.604
27100,"Jackson, MI (Metropolitan Statistical Area)",1,RPPs: All items,92.732
27100,"Jackson, MI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.313
27100,"Jackson, MI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",77.887
27100,"Jackson, MI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",99.683
27100,"Jackson, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.880
27140,"Jackson, MS (Metropolitan Statistical Area)",1,RPPs: All items,90.671
27140,"Jackson, MS (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.873
27140,"Jackson, MS (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",67.096
27140,"Jackson, MS (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",84.753
27140,"Jackson, MS (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.201
27180,"Jackson, TN (Metropolitan Statistical Area)",1,RPPs: All items,87.278
27180,"Jackson, TN (Metropolitan Statistical Area)",2,"  RPPs: Goods",94.775
27180,"Jackson, TN (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",56.602
27180,"Jackson, TN (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",75.708
27180,"Jackson, TN (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.600
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1,RPPs: All items,99.216
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.611
27260,"Jacksonville, FL (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",107.971
27260,"Jacksonville, FL (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",91.761
27260,"Jacksonville, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",99.484
27340,"Jacksonville, NC (Metropolitan Statistical Area)",1,RPPs: All items,91.584
27340,"Jacksonville, NC (Metropolitan Statistical Area)",2,"  RPPs: Goods",96.458
27340,"Jacksonville, NC (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",71.283
27340,"Jacksonville, NC (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",82.242
27340,"Jacksonville, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",98.136
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1,RPPs: All items,91.393
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2,"  RPPs: Goods",93.114
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",70.682
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",90.666
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",97.969
27620,"Jefferson City, MO (Metropolitan Statistical Area)",1,RPPs: All items,87.681
27620,"Jefferson City, MO (Metropolitan Statistical Area)",2,"  RPPs: Goods",95.157
27620,"Jefferson City, MO (Metropolitan Statistical Area)",3,"  RPPs: Services: Housing",57.639
27620,"Jefferson City, MO (Metropolitan Statistical Area)",4,"  RPPs: Services: Utilities",86.182
27620,"Jefferson City, MO (Metropolitan Statistical Area)",5,"  RPPs: Services: Other",93.257
27740,"Johnson City, TN (Metropolitan Statistical Area)",1,RPPs: All items,88.872
